"PROTEIN","FBgn","FBgn_mel","SYMBOL","Sec","Unique.peptides","LFQ.intensity.CAG_1A","LFQ.intensity.CAG_1B","LFQ.intensity.CAG_2_1","LFQ.intensity.CAG_2_2","LFQ.intensity.CAG_3","LFQ.intensity.CEB_1A","LFQ.intensity.CEB_1B","LFQ.intensity.CEB_2_1","LFQ.intensity.CEB_2_2","LFQ.intensity.CEB_3","LFQ.intensity.VAG_1A","LFQ.intensity.VAG_1B","LFQ.intensity.VAG_2_1","LFQ.intensity.VAG_2_2","LFQ.intensity.VAG_3","LFQ.intensity.VEB_1A","LFQ.intensity.VEB_1B","LFQ.intensity.VEB_2_1","LFQ.intensity.VEB_2_2","LFQ.intensity.VEB_3"
"augustus_masked-scaffold897-size61637-abinit-gene-0.2-mRNA-1","FBgn0210593","FBgn0037632","GJ23495",NA,12,29754000,25506000,34854000,29544000,28122000,44380000,42907000,44462000,41926000,42751000,34040000,33281000,35228000,35329000,31408000,41412000,41082000,43226000,37544000,36118000
"augustus_masked-scaffold900-size54276-abinit-gene-0.0-mRNA-1","FBgn0200739","FBgn0036842","GJ13515","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589300
"augustus_masked-scaffold900-size54276-abinit-gene-0.4-mRNA-1","FBgn0200735","FBgn0036847","GJ13511","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9870100
"augustus_masked-scaffold904-size79630-abinit-gene-0.1-mRNA-1","FBgn0200043","FBgn0052068","GJ12808",NA,3,0,0,0,0,0,4475500,4563200,4551500,4397100,8637800,0,0,0,0,0,5127700,5977300,0,7800200,7288800
"augustus_masked-scaffold909-size44985-abinit-gene-0.3-mRNA-1",NA,NA,NA,"Sec",4,37093000,24214000,27803000,26691000,22270000,0,0,0,0,0,25841000,26475000,23676000,20486000,20484000,0,0,0,0,0
"augustus_masked-scaffold9130-size1265-abinit-gene-0.0-mRNA-1",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48864000
"augustus_masked-scaffold915-size65723-abinit-gene-0.1-mRNA-1","FBgn0198449","FBgn0028490","GJ11188","Sec",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920500,0
"augustus_masked-scaffold91-size116373-abinit-gene-1.1-mRNA-1","FBgn0198999","FBgn0035498","GJ11745",NA,6,0,6742200,0,0,0,12445000,11296000,14234000,13146000,11235000,0,0,0,0,0,11221000,12143000,11977000,14189000,12066000
"augustus_masked-scaffold926-size20416-abinit-gene-0.1-mRNA-1","FBgn0210654","FBgn0031436","GJ23557",NA,3,5943900,0,0,4999400,0,8546700,9932700,0,4484700,4201700,0,0,0,0,0,5412200,4861900,3946000,3732900,3802700
"augustus_masked-scaffold926-size20416-abinit-gene-0.2-mRNA-1","FBgn0204533","FBgn0031437","GJ17361",NA,3,0,0,0,0,0,5854400,6508200,6362600,0,5308900,0,0,0,0,0,0,5624000,6053500,6941200,6652800
"augustus_masked-scaffold931-size46429-abinit-gene-0.3-mRNA-1","FBgn0209538","FBgn0014269","GJ22426",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868890,0
"augustus_masked-scaffold93-size95087-abinit-gene-0.2-mRNA-1","FBgn0199567","FBgn0013997","GJ12321",NA,9,23010000,9503500,24644000,16665000,19656000,13139000,9854200,12643000,9559900,15601000,35734000,18949000,28792000,38503000,32396000,10638000,10193000,10058000,10651000,9306500
"augustus_masked-scaffold93-size95087-abinit-gene-0.5-mRNA-1","FBgn0200278","FBgn0011455","GJ13044",NA,3,7231000,0,0,0,5063000,6160800,6276500,3611000,3503500,4248400,6023400,7957800,5375600,0,5696600,4179000,3602500,3609500,2992600,2557100
"augustus_masked-scaffold946-size117884-abinit-gene-0.12-mRNA-1","FBgn0205137","FBgn0051852","GJ17970",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548800
"augustus_masked-scaffold952-size22596-abinit-gene-0.0-mRNA-1","FBgn0199304",NA,"GJ12052","Sec",1,111880000,76255000,282780000,270850000,269520000,0,0,0,0,0,233200000,220520000,247080000,235480000,430200000,0,0,0,0,0
"augustus_masked-scaffold953-size64119-abinit-gene-0.2-mRNA-1","FBgn0209207","FBgn0262515","GJ22093","Sec",6,31405000,35243000,38170000,34706000,34764000,15276000,14440000,20110000,17090000,11962000,34074000,38114000,36147000,32817000,33911000,22265000,29517000,23855000,27003000,23261000
"augustus_masked-scaffold95-size69896-abinit-gene-0.10-mRNA-1","FBgn0207509","FBgn0034215","GJ20369",NA,3,0,0,0,0,0,10043000,9931100,15367000,14826000,12442000,0,0,0,0,0,12372000,12847000,11519000,11140000,13324000
"augustus_masked-scaffold964-size54602-abinit-gene-0.3-mRNA-1","FBgn0203854","FBgn0030457","GJ16670",NA,6,7008400,0,0,7438500,0,10318000,8943700,9574700,8578400,8944600,5811900,0,6420900,6460200,0,8470600,8719100,8153000,8859000,8349100
"augustus_masked-scaffold965-size57720-abinit-gene-0.5-mRNA-1","FBgn0209093","FBgn0021795","GJ21979","Sec",4,99081000,90213000,78063000,79697000,85934000,62226000,60533000,51044000,50941000,57289000,109170000,97945000,88402000,97037000,88727000,66415000,62574000,58121000,64763000,46844000
"augustus_masked-scaffold96-size184382-abinit-gene-1.4-mRNA-1","FBgn0198945","FBgn0035947","GJ11691",NA,10,28452000,31876000,19752000,24074000,24246000,20399000,20689000,17614000,19715000,21657000,27444000,30257000,30723000,27387000,27319000,24077000,25594000,24390000,24240000,16431000
"augustus_masked-scaffold972-size25824-abinit-gene-0.3-mRNA-1","FBgn0203451","FBgn0020443","GJ16266",NA,10,31502000,29692000,35204000,38555000,40637000,17142000,18951000,23258000,20702000,24061000,47240000,40906000,46128000,43852000,42501000,17914000,21604000,24492000,23974000,26950000
"augustus_masked-scaffold98-size268873-abinit-gene-0.0-mRNA-1","FBgn0210277","FBgn0261995","GJ23175",NA,4,15752000,17278000,13264000,12431000,12238000,0,0,14667000,0,0,12123000,15635000,11243000,11651000,12523000,6462500,11432000,11590000,9153600,16298000
"augustus_masked-scaffold98-size268873-abinit-gene-0.2-mRNA-1","FBgn0211149","FBgn0039635","GJ24064","Sec",8,29445000,16040000,20595000,28992000,25230000,58578000,62228000,86369000,90256000,74766000,27149000,26173000,28267000,35225000,23840000,65338000,65658000,68545000,61586000,78430000
"augustus_masked-scaffold996-size126927-abinit-gene-1.2-mRNA-1","FBgn0204202","FBgn0011760","GJ17025",NA,3,6786800,0,6911500,7041400,6584100,0,0,0,0,6632800,0,0,0,7518700,6507300,5728000,0,5432200,5674100,0
"augustus_masked-scaffold998-size27632-abinit-gene-0.1-mRNA-1","FBgn0199593","FBgn0261565","GJ12348",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767300,0
"augustus_masked-scaffold99-size88673-abinit-gene-0.5-mRNA-1","FBgn0203403","FBgn0001142","GJ16218",NA,4,12012000,16287000,9216700,0,0,22763000,30045000,32709000,27677000,25887000,18821000,11205000,13990000,0,15999000,32573000,31047000,19148000,16986000,25469000
"augustus_masked-scaffold9-size221126-abinit-gene-0.4-mRNA-1","FBgn0209908","FBgn0039882","GJ22804",NA,6,13758000,13462000,15193000,15730000,10464000,29828000,28041000,26040000,27277000,32279000,16057000,15936000,11680000,15469000,15524000,20965000,27432000,16401000,18905000,25672000
"maker-scaffold1008-size69378-augustus-gene-0.23-mRNA-1","FBgn0198013","FBgn0041711","GJ10736","Sfp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4189900,0,0,0,0,0
"maker-scaffold1008-size69378-augustus-gene-0.24-mRNA-1","FBgn0198018","FBgn0038149","GJ10741","Sec",5,29063000,30446000,34630000,34094000,27391000,62353000,61363000,74770000,71672000,67521000,29661000,32733000,27851000,22986000,29455000,49540000,54876000,45426000,46533000,54997000
"maker-scaffold100-size97533-snap-gene-0.14-mRNA-1","FBgn0014837","FBgn0000055","GJ18209",NA,5,0,0,0,0,0,4831900,5049300,7038200,8271100,5949700,0,0,0,0,8484100,5783900,6111900,0,0,0
"maker-scaffold1010-size29458-augustus-gene-0.14-mRNA-1","FBgn0209277",NA,"GJ22164",NA,7,0,0,0,0,0,15555000,13739000,28329000,31954000,14312000,0,0,0,0,0,15534000,16494000,13873000,17832000,19420000
"maker-scaffold1015-size19200-augustus-gene-0.4-mRNA-1","FBgn0202719","FBgn0035425","GJ15526",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959000
"maker-scaffold1017-size19123-augustus-gene-0.5-mRNA-1","FBgn0207486","FBgn0031985","GJ20346",NA,3,5467600,0,4006600,0,4044800,0,0,0,0,0,3954800,4618500,4620500,5762500,4030000,0,0,0,0,0
"maker-scaffold1019-size110373-snap-gene-0.28-mRNA-1","FBgn0210741","FBgn0039213","GJ23644",NA,7,10348000,18839000,14210000,14001000,18532000,13769000,18708000,32660000,27736000,29133000,13322000,12942000,13865000,12564000,12448000,24654000,22763000,24745000,21140000,22654000
"maker-scaffold1020-size54052-augustus-gene-0.7-mRNA-1","FBgn0199715","FBgn0035146","GJ12473",NA,16,0,0,0,0,0,104810000,88365000,86207000,91154000,114810000,0,0,0,0,0,139760000,136230000,210960000,227630000,224640000
"maker-scaffold1026-size35261-augustus-gene-0.12-mRNA-1","FBgn0026096","FBgn0027080","GJ12797",NA,8,11977000,13374000,12669000,12083000,11267000,10865000,10229000,11133000,11126000,11017000,10316000,0,11189000,15246000,9424600,8892500,9954200,13376000,11568000,12028000
"maker-scaffold1026-size35261-snap-gene-0.20-mRNA-1","FBgn0026093","FBgn0014163","GJ12617",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2803700,0,0,0,0,0,0
"maker-scaffold102-size108901-augustus-gene-0.26-mRNA-1","FBgn0204611","FBgn0001125","GJ17439",NA,20,203360000,169490000,180370000,186550000,156550000,181250000,172930000,196160000,191770000,206920000,243160000,228370000,248090000,259150000,185360000,200170000,199440000,200140000,205490000,245090000
"maker-scaffold102-size108901-snap-gene-0.40-mRNA-1","FBgn0209979","FBgn0267972","GJ22875",NA,3,0,0,7921600,7918900,0,0,0,0,0,0,0,0,8149500,7686000,8105000,0,0,0,0,0
"maker-scaffold1030-size37077-augustus-gene-0.18-mRNA-1","FBgn0210629","FBgn0260746","GJ23531","Sec",9,0,0,0,0,0,0,0,0,0,0,0,16779000,25782000,27590000,18219000,0,0,0,0,0
"maker-scaffold1033-size20637-snap-gene-0.12-mRNA-1","FBgn0197637","FBgn0020496","GJ10351",NA,3,6218900,0,6766800,6347700,0,0,5933000,6585900,6440700,5478300,0,0,0,0,0,5571800,0,0,3628500,0
"maker-scaffold1038-size58245-snap-gene-0.40-mRNA-1","FBgn0208353","FBgn0034363","GJ21220",NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044200,0
"maker-scaffold1038-size58245-snap-gene-0.44-mRNA-1","FBgn0208359","FBgn0010488","GJ21226",NA,1,0,0,0,0,0,0,0,0,0,1170600,0,0,0,0,0,0,0,0,0,0
"maker-scaffold1049-size37215-augustus-gene-0.7-mRNA-1","FBgn0198091",NA,"GJ10820","Sec",20,533050000,734710000,704460000,675120000,736200000,0,0,8002200,0,0,372410000,418540000,308530000,291070000,432930000,0,0,0,0,0
"maker-scaffold1050-size18643-augustus-gene-0.4-mRNA-1","FBgn0210919","FBgn0032264","GJ23823",NA,22,1339300000,1406800000,1231900000,1170700000,1439500000,1746300000,2119700000,3941600000,4101400000,2014300000,1203700000,1367900000,1109400000,1070600000,1463400000,4710800000,4614400000,4.806e+09,4.784e+09,4.678e+09
"maker-scaffold1059-size72624-augustus-gene-0.21-mRNA-1","FBgn0210336","FBgn0283535","GJ23234",NA,14,151360000,124150000,137950000,142260000,113980000,395190000,411090000,369170000,373250000,386300000,92337000,95826000,134140000,125470000,81236000,351980000,328920000,260700000,270320000,340030000
"maker-scaffold1059-size72624-augustus-gene-0.25-mRNA-1","FBgn0211099","FBgn0250753","GJ24012",NA,10,17293000,20365000,13325000,22692000,17833000,9295100,8753200,10332000,11942000,13517000,18026000,15037000,22314000,27511000,15939000,10382000,19338000,12045000,0,12922000
"maker-scaffold1059-size72624-snap-gene-0.26-mRNA-1","FBgn0210331","FBgn0039296","GJ23229","Sec",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414400,0
"maker-scaffold105-size69781-snap-gene-0.40-mRNA-1","FBgn0210380","FBgn0042693","GJ23278",NA,2,0,0,0,0,0,5857000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold105-size69781-snap-gene-0.41-mRNA-1","FBgn0211057","FBgn0038570","GJ23970",NA,6,60372000,71374000,67836000,70523000,76453000,57822000,65690000,78875000,70820000,80062000,88212000,78125000,94377000,74062000,82503000,78006000,90325000,85082000,96258000,109810000
"maker-scaffold105-size69781-snap-gene-0.45-mRNA-1","FBgn0211054","FBgn0038577","GJ23967",NA,2,0,0,0,0,0,4899400,4071400,8766800,7552700,6931400,0,0,0,0,0,5243700,6203300,7177100,6469800,8866200
"maker-scaffold1062-size56139-augustus-gene-0.21-mRNA-1","FBgn0211695","FBgn0015737","GJ24617","Sec",13,139840000,136010000,143860000,1.39e+08,152190000,84878000,82926000,73104000,82884000,92829000,118980000,111610000,130410000,128920000,133170000,80897000,74901000,71159000,75299000,74077000
"maker-scaffold1062-size56139-snap-gene-0.30-mRNA-1","FBgn0210785","FBgn0260745","GJ23688",NA,18,243330000,272840000,257350000,95801000,149350000,0,0,0,0,0,132770000,212490000,196020000,294590000,166790000,639510,0,0,0,2900300
"maker-scaffold1064-size30493-snap-gene-0.16-mRNA-1","FBgn0204126","FBgn0004687","GJ16948",NA,7,42611000,39413000,35902000,34400000,44275000,28823000,47196000,43454000,36424000,28438000,36199000,34979000,28546000,31748000,43593000,24800000,28854000,29852000,29629000,28389000
"maker-scaffold1065-size75443-augustus-gene-0.6-mRNA-1","FBgn0199064","FBgn0262509","GJ11810",NA,2,0,0,0,0,0,4741700,4187100,3823400,3842400,3300300,0,0,0,0,0,3505300,3351100,3234900,3013600,3390100
"maker-scaffold1068-size34545-augustus-gene-0.18-mRNA-1","FBgn0202970","FBgn0003360","GJ15782",NA,16,460980000,372070000,468650000,485450000,416850000,230390000,203190000,291820000,280430000,442340000,508010000,443140000,575050000,570980000,425240000,282130000,264860000,336750000,335150000,313980000
"maker-scaffold1068-size34545-snap-gene-0.22-mRNA-1","FBgn0202967","FBgn0000084","GJ15779",NA,15,31548000,29747000,30620000,31772000,25797000,35864000,37596000,42461000,39707000,40255000,30782000,22743000,27594000,30367000,23169000,38498000,33677000,32274000,35714000,45412000
"maker-scaffold1068-size34545-snap-gene-0.27-mRNA-1","FBgn0202997","FBgn0031092","GJ15810",NA,10,0,0,0,6845200,0,31897000,42432000,43192000,43153000,59531000,11259000,8447800,7729600,6400200,9505900,27418000,35527000,32518000,39426000,48526000
"maker-scaffold1070-size36888-augustus-gene-0.17-mRNA-1","FBgn0199858","FBgn0036623","GJ12621",NA,10,80336000,51728000,47873000,0,0,255780000,477900000,221740000,285630000,273230000,0,0,0,0,0,320760000,319760000,562900000,544760000,271460000
"maker-scaffold1073-size36125-snap-gene-0.28-mRNA-1",NA,NA,NA,NA,10,185320000,201230000,207640000,213950000,205340000,2456800000,2703700000,1772600000,1784400000,1552400000,196650000,203680000,175010000,170510000,187260000,1561800000,1665300000,1456200000,1560300000,1210400000
"maker-scaffold1074-size52389-augustus-gene-0.29-mRNA-1","FBgn0201613","FBgn0016685","GJ14400",NA,4,55431000,50255000,64083000,60669000,58709000,44785000,47295000,50396000,45664000,58257000,72598000,63270000,70092000,70959000,58239000,61388000,49102000,59698000,48924000,52411000
"maker-scaffold1074-size52389-snap-gene-0.44-mRNA-1","FBgn0023233","FBgn0000032","GJ14328",NA,7,23307000,25733000,21209000,20044000,14473000,5055200,5596900,0,7988200,3773000,20143000,15348000,15007000,12102000,9068400,0,5513400,0,1837400,2869300
"maker-scaffold1074-size52389-snap-gene-0.47-mRNA-1","FBgn0201539","FBgn0039735","GJ14325",NA,5,31308000,32728000,29023000,28909000,32730000,18592000,22418000,18232000,19879000,16527000,31632000,30306000,24186000,28804000,34477000,19997000,20087000,19428000,18657000,15884000
"maker-scaffold1074-size52389-snap-gene-0.49-mRNA-1","FBgn0201537","FBgn0039737","GJ14323",NA,7,97520000,98548000,108050000,97082000,95770000,108120000,103310000,114020000,120290000,128820000,113200000,114520000,113720000,109580000,113920000,119530000,108520000,118210000,102080000,145080000
"maker-scaffold1076-size35745-augustus-gene-0.14-mRNA-1","FBgn0207650","FBgn0033317","GJ20510",NA,3,3358200,0,0,2787600,0,0,2749500,2269600,2486500,2212600,0,0,3885600,3451600,0,0,2585100,0,3405500,2622200
"maker-scaffold1077-size98301-augustus-gene-0.21-mRNA-1","FBgn0199619","FBgn0261602","GJ12374",NA,4,46476000,31073000,39820000,41834000,35053000,34577000,32993000,35807000,34538000,42066000,31086000,32344000,59443000,54775000,49420000,50671000,46249000,50248000,55239000,25059000
"maker-scaffold1079-size55514-augustus-gene-0.15-mRNA-1","FBgn0199123","FBgn0041713","GJ11869","Sfp",8,0,0,0,0,0,11470000,12551000,25012000,18283000,15257000,0,0,0,0,0,37638000,45804000,52151000,46865000,41419000
"maker-scaffold1079-size55514-snap-gene-0.23-mRNA-1","FBgn0203181","FBgn0001977","GJ15996",NA,4,11536000,11383000,15573000,15325000,12596000,22205000,21625000,23708000,26387000,30440000,11604000,12607000,10276000,20715000,14708000,19769000,19903000,25719000,22298000,30122000
"maker-scaffold107-size198745-snap-gene-0.50-mRNA-1","FBgn0210893","FBgn0264694","GJ23797",NA,5,0,0,0,0,6017800,6197700,8189300,10805000,2400300,14412000,0,0,4192900,4011100,4127900,6177500,8879100,15413000,15946000,15193000
"maker-scaffold1082-size20758-snap-gene-0.10-mRNA-1","FBgn0197987",NA,"GJ10710",NA,7,0,0,0,0,0,6644300,8279900,6300200,6976400,4309300,0,0,0,0,0,9828700,10281000,13301000,10977000,8647000
"maker-scaffold1082-size20758-snap-gene-0.12-mRNA-1","FBgn0197729","FBgn0014141","GJ10449",NA,30,152240000,155230000,149780000,142520000,136800000,319440000,339180000,260420000,272560000,272850000,112200000,126250000,130160000,121670000,117560000,151070000,159630000,133350000,145380000,148440000
"maker-scaffold1087-size50705-augustus-gene-0.13-mRNA-1","FBgn0209414","FBgn0261276","GJ22301",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953130,0,0,0,0,0
"maker-scaffold1087-size50705-augustus-gene-0.14-mRNA-1","FBgn0209415","FBgn0033912","GJ22302",NA,6,87254000,87053000,95757000,77948000,83774000,36430000,34113000,53307000,54558000,45097000,88684000,77868000,103550000,108940000,96049000,48355000,58283000,56714000,56627000,42154000
"maker-scaffold108-size104240-augustus-gene-0.19-mRNA-1",NA,NA,NA,NA,4,16824000,11301000,16703000,19796000,16302000,27810000,28740000,32154000,40605000,38118000,10595000,11354000,10584000,9982000,12826000,18037000,16404000,14988000,0,18200000
"maker-scaffold1095-size44958-augustus-gene-0.13-mRNA-1","FBgn0207416","FBgn0032646","GJ20276",NA,2,0,0,0,0,0,3148300,0,3528300,4517400,2767600,0,0,0,0,0,0,3737000,3633100,2908200,0
"maker-scaffold1102-size102867-augustus-gene-0.30-mRNA-1","FBgn0197432","FBgn0031675","GJ10144",NA,10,41932000,30319000,43466000,46022000,46479000,29662000,26668000,26794000,28890000,31113000,46929000,51332000,45534000,46267000,56207000,26082000,28505000,35326000,36980000,33284000
"maker-scaffold1102-size102867-augustus-gene-0.35-mRNA-1","FBgn0204404","FBgn0264742","GJ17228",NA,3,0,0,6257900,0,0,11094000,10532000,11155000,11134000,0,0,0,0,0,0,0,0,9462100,8123900,11427000
"maker-scaffold1107-size71394-snap-gene-0.18-mRNA-1","FBgn0210179","FBgn0028945","GJ23077","Sec",5,1345600000,1161800000,1436400000,1474100000,1309300000,0,0,0,0,0,987270000,1034700000,995790000,947110000,1116100000,0,0,0,0,0
"maker-scaffold1108-size56757-augustus-gene-0.35-mRNA-1","FBgn0204721",NA,"GJ17551","Sec",11,37558000,27317000,26749000,29476000,31779000,77572000,86755000,69761000,71124000,81740000,37196000,38037000,36449000,31192000,29156000,77263000,80363000,67807000,71889000,68519000
"maker-scaffold1108-size56757-augustus-gene-0.36-mRNA-1","FBgn0204719","FBgn0040064","GJ17549",NA,10,45065000,33627000,34754000,36308000,36294000,133990000,120710000,157740000,142070000,147360000,21749000,15538000,27900000,26719000,26115000,160060000,154510000,1.68e+08,170720000,155610000
"maker-scaffold1108-size56757-augustus-gene-0.37-mRNA-1","FBgn0204714","FBgn0029174","GJ17544",NA,6,7026700,6993300,8712900,7811200,8085800,12533000,12605000,13728000,12916000,18504000,12399000,7346000,12059000,8700100,8572700,13642000,19504000,16345000,24011000,19666000
"maker-scaffold1109-size46166-augustus-gene-0.14-mRNA-1","FBgn0203373","FBgn0020503","GJ16188",NA,9,0,0,0,0,0,23539000,27870000,24917000,22069000,25288000,0,0,0,0,0,19093000,19555000,17610000,17584000,16001000
"maker-scaffold110-size75150-snap-gene-0.31-mRNA-1","FBgn0210529","FBgn0039265","GJ23429",NA,8,33883000,47870000,43897000,40825000,58566000,8689100,9430600,9762400,12794000,15025000,36785000,39436000,40515000,43333000,59981000,10964000,10969000,14624000,12748000,13506000
"maker-scaffold1114-size31358-augustus-gene-0.9-mRNA-1","FBgn0199970","FBgn0061492","GJ12734","Sec",2,0,6098100,4967100,0,5605600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maker-scaffold1115-size28948-snap-gene-0.4-mRNA-1","FBgn0198247","FBgn0051216","GJ10980",NA,3,5927300,0,6610700,0,0,0,0,0,0,0,4684400,8388700,6051700,6071200,8932000,0,0,0,0,0
"maker-scaffold1118-size20473-snap-gene-0.3-mRNA-1","FBgn0203910","FBgn0085446","GJ16729",NA,16,16636000,10005000,9834200,12003000,5202100,73755000,85866000,68512000,63630000,88717000,6688200,6463400,5134900,3066800,4248300,58913000,53188000,49293000,55254000,47734000
"maker-scaffold1119-size19796-augustus-gene-0.6-mRNA-1","FBgn0199693","FBgn0260960","GJ12451",NA,4,0,0,0,0,0,21129000,26838000,42433000,32155000,97321000,0,0,0,0,0,24477000,16755000,50418000,43989000,26610000
"maker-scaffold112-size74800-snap-gene-0.28-mRNA-1","FBgn0204637","FBgn0031491","GJ17465",NA,2,15101000,0,15824000,17117000,16276000,0,0,0,0,0,0,0,18766000,23077000,0,0,0,0,0,0
"maker-scaffold1138-size37222-augustus-gene-0.14-mRNA-1","FBgn0206920","FBgn0013954","GJ19778",NA,5,92804000,102830000,85882000,102540000,105140000,88760000,84015000,147080000,179520000,141880000,120940000,121020000,118210000,101980000,125450000,88541000,110510000,106480000,126650000,156900000
"maker-scaffold1143-size29169-augustus-gene-0.15-mRNA-1",NA,NA,NA,NA,29,296630000,232750000,299920000,314540000,291950000,1806500000,1781600000,724020000,722250000,548370000,301560000,305060000,307210000,305910000,272890000,725020000,714760000,640770000,612080000,587890000
